"","X","CITY","STABBR","INSTNM","MAIN","INSTURL","PREDDEG","CONTROL","UGDS","ADM_RATE","SAT_AVG","ACTCMMID","TUITIONFEE_IN","TUITIONFEE_OUT","C150_4","LONGITUDE","LATITUDE"
"1547",1547,"Rochester","NY","Roberts Wesleyan College",1,"WWW.Roberts.edu",3,2,1335,0.6875,1059,23,28068,28068,0.6293,-77.798964,43.126747
"1548",1548,"Rochester","NY","Everest Institute-Rochester",1,"www.everest.edu/campus/rochester",2,3,545,1,1061.44920634921,23.2588331963846,13500,13500,0.510104098765432,-77.585507,43.19617
"1549",1549,"Rochester","NY","Rochester Institute of Technology",1,"www.rit.edu/",3,2,12635,0.5747,1240,29,35768,35768,0.6253,-77.67521,43.090325
"1550",1550,"Rochester","NY","University of Rochester",1,"www.rochester.edu",3,2,6074,0.3641,1061.44920634921,23.2588331963846,46960,46960,0.8393,-77.631042,43.126437
"1551",1551,"Suffern","NY","Rockland Community College",1,"www.sunyrockland.edu/",2,1,6341,1,1061.44920634921,23.2588331963846,4654,8953,0.510104098765432,-74.088169,41.13324
"1552",1552,"Troy","NY","The Sage Colleges",1,"www.sage.edu",3,2,1657,0.5481,1061.44920634921,23.2588331963846,28200,28200,0.5851,-73.693711,42.72822
"1553",1553,"Saint Bonaventure","NY","St Bonaventure University",1,"www.sbu.edu",3,2,1735,0.7043,1066,24,30466,30466,0.6803,-78.47586,42.07863
"1554",1554,"Brooklyn Heights","NY","St Francis College",1,"www.sfc.edu",3,2,2661,0.7704,935,23.2588331963846,22300,22300,0.5477,-73.991653,40.693076
"1555",1555,"Syracuse","NY","St Joseph's College of Nursing at St Joseph's Hospital Health Center",1,"www.sjhcon.edu",2,2,317,0.7,1061.44920634921,23.2588331963846,18000,18000,0.510104098765432,-76.148355,43.055355
"1556",1556,"Canton","NY","St Lawrence University",1,"www.stlawu.edu",3,2,2282,0.4764,1061.44920634921,23.2588331963846,47696,47696,0.8474,-75.161343,44.589879
"1557",1557,"Albany","NY","The College of Saint Rose",1,"www.strose.edu",3,2,2614,0.7629,1061.44920634921,23.2588331963846,29016,29016,0.6551,-73.78611,42.664664
"1558",1558,"Sparkill","NY","St. Thomas Aquinas College",1,"www.stac.edu",3,2,1147,0.8082,958,20,27630,27630,0.5739,-73.934182,41.041126
"1559",1559,"Troy","NY","Samaritan Hospital School of Nursing",1,"www.nehealth.com",2,2,164,1,1061.44920634921,23.2588331963846,11211,11211,0.510104098765432,-73.675672,42.74345
"1560",1560,"Bronxville","NY","Sarah Lawrence College",1,"www.slc.edu",3,2,1366,0.5314,1061.44920634921,23.2588331963846,50780,50780,0.7701,-73.84381,40.934147
"1561",1561,"Schenectady","NY","Schenectady County Community College",1,"www.sunysccc.edu",2,1,3802,1,1061.44920634921,23.2588331963846,3861,7317,0.510104098765432,-73.949266,42.815783
"1562",1562,"Lawrence","NY","Sh'or Yoshuv Rabbinical College",1,"www.shoryoshuv.org/",3,2,95,0.8667,1061.44920634921,23.2588331963846,9000,9000,0.65,-73.740366,40.605336
"1563",1563,"Loudonville","NY","Siena College",1,"www.siena.edu",3,2,3085,0.6586,1127,25,32293,32293,0.7985,-73.75153,42.718586
"1564",1564,"Saratoga Springs","NY","Skidmore College",1,"www.skidmore.edu/",3,2,2612,0.3734,1241,28,47464,47464,0.8681,-73.785108,43.092696
"1565",1565,"Brooklyn","NY","Saint Joseph's College-New York",1,"www.sjcny.edu",3,2,3985,0.7073,1031,23,22830,22830,0.6803,-73.968037,40.690485
"1566",1566,"Utica","NY","Saint Elizabeth College of Nursing",1,"www.secon.edu",2,2,209,0.6207,1061.44920634921,23.2588331963846,14600,20500,0.510104098765432,-75.265888,43.082041
"1567",1567,"Rochester","NY","Saint John Fisher College",1,"www.sjfc.edu",3,2,2834,0.6791,1091,25,29550,29550,0.7153,-77.516979,43.117064
"1568",1568,"Staten Island","NY","St Paul's School of Nursing-Staten Island",1,"www.stpaulsschoolofnursing.edu/",2,3,694,1,1061.44920634921,23.2588331963846,21769,21769,0.510104098765432,-74.179282,40.605686
"1569",1569,"Queens","NY","St John's University-New York",1,"www.stjohns.edu",3,2,10878,0.6252,1107,25,38680,38680,0.5875,-73.795301,40.721979
"1570",1570,"New York","NY","New York Career Institute",1,"www.nyci.edu",2,3,518,1,1061.44920634921,23.2588331963846,13500,13500,0.510104098765432,-74.008316,40.713178
"1571",1571,"Loch Sheldrake","NY","Sullivan County Community College",1,"www.sunysullivan.edu/",2,1,1143,1,1061.44920634921,23.2588331963846,5300,9774,0.510104098765432,-74.668376,41.764174
"1572",1572,"Alfred","NY","SUNY College of Technology at Alfred",1,"www.alfredstate.edu",2,1,3607,0.5424,982,22,7646,14256,0.4791,-77.791073,42.258723
"1573",1573,"Canton","NY","SUNY College of Technology at Canton",1,"www.canton.edu",2,1,3140,0.8067,1061.44920634921,23.2588331963846,7519,11689,0.2935,-75.185005,44.607346
"1574",1574,"Delhi","NY","SUNY College of Technology at Delhi",1,"www.delhi.edu",2,1,3407,0.6819,1061.44920634921,23.2588331963846,7530,11700,0.3948,-74.924225,42.270129
"1575",1575,"Cobleskill","NY","SUNY College of Agriculture and Technology at Cobleskill",1,"www.cobleskill.edu/",2,1,2512,0.7334,877,19,7609,16759,0.364,-74.498247,42.67257
"1576",1576,"Farmingdale","NY","Farmingdale State College",1,"www.farmingdale.edu/",3,1,7768,0.4665,982,21,7483,17133,0.4461,-73.426371,40.75408
"1577",1577,"Morrisville","NY","Morrisville State College",1,"www.morrisville.edu",2,1,2728,0.5619,895,21,7689,17339,0.2771,-75.645231,42.89432
"1578",1578,"Albany","NY","SUNY at Albany",1,"www.albany.edu",3,1,12659,0.5584,1098,24,8302,19942,0.6601,-73.825014,42.686917
"1579",1579,"Vestal","NY","SUNY at Binghamton",1,"www.binghamton.edu",3,1,13372,0.4406,1287,29,8620,20260,0.8093,-75.971143,42.088049
"1580",1580,"Buffalo","NY","University at Buffalo",1,"www.buffalo.edu",3,1,19488,0.5781,1165,27,8870,22290,0.7189,-78.790103,43.001433
"1581",1581,"Stony Brook","NY","Stony Brook University",1,"www.stonybrook.edu",3,1,16170,0.4134,1254,28,8430,21850,0.6857,-73.123595,40.913138
"1582",1582,"Syracuse","NY","SUNY College of Environmental Science and Forestry",1,"www.esf.edu",3,1,1718,0.5113,1193,27,7398,17048,0.6774,-76.139236,43.034355
"1583",1583,"Utica","NY","SUNY Polytechnic Institute",1,"www.sunyit.edu",3,1,1890,0.561,1099,25,7420,17070,0.43,-75.2292,43.13528
"1584",1584,"Brockport","NY","SUNY College at Brockport",1,"www.brockport.edu",3,1,6951,0.4895,1056,23,7562,17212,0.6811,-77.949824,43.209862
"1585",1585,"Buffalo","NY","SUNY Buffalo State",1,"suny.buffalostate.edu/",3,1,9185,0.6155,939,22,7347,16997,0.4472,-78.88067,42.934199
"1586",1586,"Cortland","NY","SUNY College at Cortland",1,"www2.cortland.edu",3,1,6311,0.4896,1061.44920634921,23.2588331963846,7719,17369,0.6664,-76.197909,42.590158
"1587",1587,"Fredonia","NY","SUNY at Fredonia",1,"www.fredonia.edu",3,1,4900,0.5322,1056,24,7741,17391,0.6695,-79.336109,42.450961
"1588",1588,"Geneseo","NY","SUNY College at Geneseo",1,"www.geneseo.edu/",3,1,5497,0.5913,1221,27,7774,17424,0.779,-77.821999,42.796864
"1589",1589,"New Paltz","NY","State University of New York at New Paltz",1,"www.newpaltz.edu",3,1,6464,0.4193,1122,25,7418,17068,0.7393,-74.088727,41.737205
"1590",1590,"Oneonta","NY","SUNY Oneonta",1,"www.oneonta.edu",3,1,5803,0.4988,1086,24,7568,17218,0.7338,-75.064186,42.466555
"1591",1591,"Oswego","NY","SUNY College at Oswego",1,"www.oswego.edu/",3,1,7102,0.4837,1106,24,7581,17231,0.6328,-76.543885,43.453047
"1592",1592,"Potsdam","NY","SUNY College at Potsdam",1,"www.potsdam.edu",3,1,3669,0.6758,1061.44920634921,23.2588331963846,7553,17203,0.5424,-74.976889,44.662862
"1593",1593,"Purchase","NY","SUNY at Purchase College",1,"www.purchase.edu",3,1,3925,0.4082,1095,22,7933,17583,0.6742,-73.700127,41.047092
"1594",1594,"Old Westbury","NY","SUNY College at Old Westbury",1,"www.oldwestbury.edu",3,1,4173,0.6235,995,22,7323,16953,0.3724,-73.570966,40.789842
"1595",1595,"Plattsburgh","NY","SUNY College at Plattsburgh",1,"www.plattsburgh.edu",3,1,5430,0.4786,1031,23,7517,17167,0.6117,-73.467342,44.691103
"1596",1596,"Brooklyn","NY","SUNY Downstate Medical Center",1,"www.downstate.edu/",3,1,338,1,1061.44920634921,23.2588331963846,5032.29961089494,17349.8388367161,0.510104098765432,-73.943827,40.655283
"1597",1597,"Saratoga Springs","NY","SUNY Empire State College",1,"www.esc.edu",3,1,9949,0.8112,1061.44920634921,23.2588331963846,6665,16315,0.1946,-73.779915,43.078304
"1598",1598,"Throggs Neck","NY","SUNY Maritime College",1,"www.sunymaritime.edu",3,1,1624,0.5265,1106,24,7446,17096,0.4672,-73.800336,40.809048
"1599",1599,"Syracuse","NY","Upstate Medical University",1,"www.upstate.edu",3,1,232,1,1061.44920634921,23.2588331963846,5032.29961089494,17349.8388367161,0.510104098765432,-76.138976,43.042951
"1600",1600,"New York","NY","Swedish Institute a College of Health Sciences",1,"www.swedishinstitute.edu",2,3,792,1,1061.44920634921,23.2588331963846,13500,13500,0.510104098765432,-73.99567,40.746384
"1601",1601,"Syracuse","NY","Syracuse University",1,"syr.edu/",3,2,14768,0.5323,1184,27,41886,41886,0.8035,-76.136633,43.040005
"1602",1602,"Brooklyn","NY","Talmudical Seminary Oholei Torah",1,"www.tsot.edu/",3,2,330,1,1061.44920634921,23.2588331963846,8900,8900,0.04,-73.972235,40.635963
"1603",1603,"Rochester","NY","Talmudical Institute of Upstate New York",1,"www.tiuny.org/",3,2,13,1,1061.44920634921,23.2588331963846,5000,5000,0.3333,-77.574943,43.147062
"1604",1604,"New York","NY","Technical Career Institutes",1,"www.tcicollege.edu",2,3,2761,1,1061.44920634921,23.2588331963846,13540,13540,0.510104098765432,-73.996048,40.750572
"1605",1605,"Dryden","NY","Tompkins Cortland Community College",1,"www.TC3.edu",2,1,2859,1,1061.44920634921,23.2588331963846,5491,10291,0.510104098765432,-76.287586,42.502006
"1606",1606,"Brooklyn","NY","Torah Temimah Talmudical Seminary",1,"NULL",3,2,102,1,1061.44920634921,23.2588331963846,10450,10450,0.0233,-73.971973,40.635509
"1607",1607,"New York","NY","Touro College",1,"www.touro.edu",3,2,5870,0.2978,1061.44920634921,23.2588331963846,15650,15650,0.4114,-73.989691,40.75348
"1608",1608,"Buffalo","NY","Trocaire College",1,"www.trocaire.edu/",2,2,1336,0.5795,1061.44920634921,23.2588331963846,15820,15820,0.2642,-78.812637,42.846625
"1609",1609,"Albany","NY","Excelsior College",1,"www.excelsior.edu",3,2,38426,1,1061.44920634921,23.2588331963846,24703.6852264291,17349.8388367161,0.510104098765432,-73.862204,42.704887
"1610",1610,"Stone Ridge","NY","Ulster County Community College",1,"WWW.SUNYULSTER.EDU",2,1,2125,1,1061.44920634921,23.2588331963846,4942,9162,0.510104098765432,-74.129983,41.855225
"1611",1611,"Schenectady","NY","Union College",1,"www.union.edu/",3,2,2204,0.4112,1061.44920634921,23.2588331963846,48384,48384,0.8569,-73.928498,42.817578
"1612",1612,"Brooklyn","NY","United Talmudical Seminary",1,"utsny.edu",3,2,2096,1,1061.44920634921,23.2588331963846,13535,13535,0.4884,-73.959161,40.7057
"1613",1613,"Kings Point","NY","United States Merchant Marine Academy",1,"WWW.USMMA.EDU",3,1,939,1,1061.44920634921,23.2588331963846,1107,1107,0.7188,-73.762534,40.812154
"1614",1614,"Utica","NY","Utica College",1,"www.utica.edu/",3,2,2857,0.8153,1061.44920634921,23.2588331963846,33736,33736,0.4401,-75.272407,43.095183
"1615",1615,"Utica","NY","Utica School of Commerce",1,"www.uscny.edu",2,3,282,1,1061.44920634921,23.2588331963846,13500,13500,0.510104098765432,-75.228627,43.101764
"1616",1616,"Poughkeepsie","NY","Vassar College",1,"www.vassar.edu",3,2,2389,0.2354,1403,32,49570,49570,0.9185,-73.894345,41.685105
"1617",1617,"Buffalo","NY","Villa Maria College",1,"www.villa.edu",2,2,469,0.7984,1061.44920634921,23.2588331963846,19170,19170,0.4094,-78.795666,42.913045
"1618",1618,"New York","NY","School of Visual Arts",1,"www.sva.edu",3,3,3577,0.7677,1029,21,33560,33560,0.6552,-73.98224,40.738742
"1619",1619,"Staten Island","NY","Wagner College",1,"www.wagner.edu",3,2,1813,0.7218,1061.44920634921,23.2588331963846,40750,40750,0.6597,-74.09573,40.615003
"1620",1620,"Glen Cove","NY","Webb Institute",1,"www.webb.edu",3,2,90,0.3299,1420,32,44000,44000,0.9091,-73.644838,40.884352
"1621",1621,"Aurora","NY","Wells College",1,"www.wells.edu",3,2,525,0.5659,1053,24,36700,36700,0.5806,-76.696512,42.744314
"1622",1622,"White Plains","NY","The College of Westchester",1,"www.cw.edu",2,3,1008,0.7935,1061.44920634921,23.2588331963846,21015,21015,0.4282,-73.784404,41.033687
"1623",1623,"Valhalla","NY","SUNY Westchester Community College",1,"www.sunywcc.edu",2,1,12257,1,1061.44920634921,23.2588331963846,4723,12213,0.510104098765432,-73.78814,41.06717
"1624",1624,"New  York","NY","Wood Tobe-Coburn School",1,"woodtobecoburn.edu",2,3,411,0.9176,1061.44920634921,23.2588331963846,16820,16820,0.510104098765432,-73.981291,40.751775
"1625",1625,"Brooklyn","NY","Yeshiva Karlin Stolin",1,"NULL",3,2,113,1,1061.44920634921,23.2588331963846,8800,8800,0.5556,-73.983373,40.624918
"1626",1626,"Brooklyn","NY","Yeshivat Mikdash Melech",1,"www.mikdashmelech.net/",3,2,131,1,1061.44920634921,23.2588331963846,8100,8100,0.0222,-73.969614,40.616427
"1627",1627,"Brooklyn","NY","Yeshiva Derech Chaim",1,"NULL",3,2,104,1,1061.44920634921,23.2588331963846,10800,10800,0.125,-73.979757,40.636889
"1628",1628,"Mount Kisco","NY","Yeshiva of Nitra Rabbinical College",1,"yeshivaofnitra.org",3,2,243,1,1061.44920634921,23.2588331963846,8200,8200,0.1667,-73.728423,41.22085
"1629",1629,"Kew Gardens","NY","Yeshiva Shaar Hatorah",1,"shaarhatorah.edu",3,2,56,0.8333,1061.44920634921,23.2588331963846,14860,14860,0.8438,-73.8343,40.703857
"1630",1630,"New York","NY","Yeshiva University",1,"www.yu.edu",3,2,2814,0.818,1221,26,38730,38730,0.8547,-73.928541,40.8508
"1631",1631,"Monsey","NY","Yeshivath Viznitz",1,"NULL",3,2,498,1,1061.44920634921,23.2588331963846,8100,8100,0.9487,-74.066431,41.118499
"1632",1632,"South Fallsburgh","NY","Yeshivath Zichron Moshe",1,"NULL",3,2,163,1,1061.44920634921,23.2588331963846,11600,11600,0.1667,-74.621118,41.730939
"1633",1633,"Elizabeth City","NC","College of the Albemarle",1,"www.albemarle.edu",2,1,1955,1,1061.44920634921,23.2588331963846,2102,7404,0.510104098765432,-76.219606,36.324824
"1634",1634,"Boone","NC","Appalachian State University",1,"www.appstate.edu/",3,1,16116,0.6266,1148,25,6553,19720,0.6973,-81.680234,36.214844
"1635",1635,"Wilson","NC","Barton College",1,"www.barton.edu/",3,2,998,0.3846,962,21,26664,26664,0.4372,-77.913805,35.735463
"1636",1636,"Washington","NC","Beaufort County Community College",1,"www.beaufortccc.edu",2,1,1525,1,1061.44920634921,23.2588331963846,2368,8512,0.510104098765432,-77.0425,35.573231
"1637",1637,"Belmont","NC","Belmont Abbey College",1,"www.belmontabbeycollege.edu",3,2,1545,0.6923,1000,21,18500,18500,0.3811,-81.041847,35.261276
"1638",1638,"Greensboro","NC","Bennett College",1,"www.bennett.edu",3,2,553,0.9179,1061.44920634921,23.2588331963846,17355,17355,0.4531,-79.77998,36.067531
"1639",1639,"Dublin","NC","Bladen Community College",1,"www.bladencc.edu",2,1,1130,1,1061.44920634921,23.2588331963846,2385,8529,0.510104098765432,-78.731749,34.64609
"1640",1640,"Flat Rock","NC","Blue Ridge Community College",1,"www.blueridge.edu",2,1,1812,1,1061.44920634921,23.2588331963846,2389,8533,0.510104098765432,-82.425544,35.30804
"1641",1641,"Brevard","NC","Brevard College",1,"www.brevard.edu",3,2,696,0.4321,1061.44920634921,23.2588331963846,26170,26170,0.4262,-82.729763,35.237657
"1642",1642,"Concord","NC","Cabarrus College of Health Sciences",1,"www.cabarruscollege.edu/index.cfm",2,2,434,0.8913,970,21,11636,11636,0.375,-80.60119,35.438139
"1643",1643,"Hudson","NC","Caldwell Community College and Technical Institute",1,"www.cccti.edu",2,1,3782,1,1061.44920634921,23.2588331963846,2380,8524,0.510104098765432,-81.484148,35.854604
"1644",1644,"Buies Creek","NC","Campbell University",1,"www.campbell.edu",3,2,4228,0.6806,1025,22,27530,27530,0.5056,-78.739508,35.409333
"1645",1645,"Wilmington","NC","Cape Fear Community College",1,"www.cfcc.edu",2,1,8390,1,1061.44920634921,23.2588331963846,2526,8670,0.510104098765432,-77.948985,34.240243
"1646",1646,"Salisbury","NC","Catawba College",1,"www.catawba.edu",3,2,1274,0.359,1061.44920634921,23.2588331963846,27360,27360,0.5182,-80.486575,35.692445
"1647",1647,"Hickory","NC","Catawba Valley Community College",1,"www.cvcc.edu",2,1,3853,1,1061.44920634921,23.2588331963846,2502,8646,0.510104098765432,-81.28792,35.699732
"1648",1648,"Asheville","NC","South College-Asheville",1,"www.southcollegenc.edu",2,3,283,1,1061.44920634921,23.2588331963846,19375,19375,0.25,-82.518811,35.55373
"1649",1649,"Charlotte","NC","Central Piedmont Community College",1,"www.cpcc.edu",2,1,18596,1,1061.44920634921,23.2588331963846,2664,8808,0.510104098765432,-80.829796,35.217774
"1650",1650,"Murfreesboro","NC","Chowan University",1,"www.chowan.edu/",3,2,1478,0.5981,773,15,22900,22900,0.2523,-77.099141,36.436258
"1651",1651,"Shelby","NC","Cleveland Community College",1,"www.clevelandcc.edu",2,1,2137,1,1061.44920634921,23.2588331963846,2398,8542,0.510104098765432,-81.491716,35.277791
"1652",1652,"New Bern","NC","Craven Community College",1,"www.cravencc.edu",2,1,2857,1,1061.44920634921,23.2588331963846,1847,6455,0.510104098765432,-77.102232,35.111516
"1653",1653,"Davidson","NC","Davidson College",1,"www.davidson.edu/",3,2,1765,0.2167,1337,30,45377,45377,0.9271,-80.845236,35.500006
"1654",1654,"Durham","NC","Duke University",1,"WWW.DUKE.EDU",3,2,6480,0.1141,1454,33,47243,47243,0.9485,-78.94226,36.00159
"1655",1655,"Greenville","NC","East Carolina University",1,"www.ecu.edu",3,1,21207,0.7728,1036,22,6143,21340,0.5863,-77.366199,35.606347
"1656",1656,"Tarboro","NC","Edgecombe Community College",1,"www.edgecombe.edu",2,1,2274,1,1061.44920634921,23.2588331963846,2376,8520,0.510104098765432,-77.571786,35.879867
"1657",1657,"Elizabeth City","NC","Elizabeth City State University",1,"www.ecsu.edu",3,1,1763,0.49,866,19,4498,16173,0.3915,-76.210063,36.273539
"1658",1658,"Elon","NC","Elon University",1,"www.elon.edu",3,2,5782,0.5393,1225,27,31247,31247,0.8062,-79.505632,36.104149
"1659",1659,"Fayetteville","NC","Fayetteville State University",1,"www.uncfsu.edu",3,1,4862,0.5032,892,19,4655,16263,0.346,-78.894709,35.072485
"1660",1660,"Winston-Salem","NC","Forsyth Technical Community College",1,"www.forsythtech.edu/",2,1,8325,1,1061.44920634921,23.2588331963846,2056,6688,0.510104098765432,-80.272215,36.06854
"1661",1661,"Boiling Springs","NC","Gardner-Webb University",1,"www.gardner-webb.edu",3,2,2688,0.6712,1020,22,27080,27080,0.5397,-81.668141,35.24732
"1662",1662,"Dallas","NC","Gaston College",1,"www.gaston.edu",2,1,5501,1,1061.44920634921,23.2588331963846,2560,8704,0.510104098765432,-81.189481,35.312015
"1663",1663,"Greensboro","NC","Greensboro College",1,"www.greensboro.edu",3,2,741,0.7311,876,18,26850,26850,0.3697,-79.800232,36.071082
"1664",1664,"Greensboro","NC","Guilford College",1,"www.guilford.edu",3,2,1998,0.6218,1061.44920634921,23.2588331963846,33430,33430,0.6084,-79.888848,36.092563
"1665",1665,"Dunn","NC","Heritage Bible College",1,"www.heritagebiblecollege.edu",3,2,68,1,1061.44920634921,23.2588331963846,7968,7968,0,-78.613355,35.268445
"1666",1666,"High Point","NC","High Point University",1,"www.highpoint.edu",3,2,4197,0.8019,1096,24,31480,31480,0.6318,-79.994545,35.972674
"1667",1667,"Spindale","NC","Isothermal Community College",1,"www.isothermal.edu",2,1,1423,1,1061.44920634921,23.2588331963846,2358,8502,0.510104098765432,-81.911857,35.336728
"1668",1668,"High Point","NC","Laurel University",1,"www.laureluniversity.edu",3,2,148,0.8308,1061.44920634921,23.2588331963846,9850,9850,0.5714,-79.997065,35.994093
"1669",1669,"Charlotte","NC","Johnson C Smith University",1,"www.jcsu.edu",3,2,1375,0.4225,808,17,18236,18236,0.4368,-80.854842,35.243384
"1670",1670,"Smithfield","NC","Johnston Community College",1,"www.johnstoncc.edu",2,1,3184,1,1061.44920634921,23.2588331963846,2401,8545,0.510104098765432,-78.332293,35.501418
"1671",1671,"Banner Elk","NC","Lees-McRae College",1,"www.lmc.edu",3,2,934,0.6196,1061.44920634921,23.2588331963846,24150,24150,0.3799,-81.873919,36.162777
"1672",1672,"Kinston","NC","Lenoir Community College",1,"www.lenoircc.edu",2,1,2154,1,1061.44920634921,23.2588331963846,2423,8567,0.510104098765432,-77.571532,35.234405
"1673",1673,"Hickory","NC","Lenoir-Rhyne University",1,"www.lr.edu",3,2,1377,0.658,1061.44920634921,23.2588331963846,30922,30922,0.542,-81.326161,35.73904
"1674",1674,"Salisbury","NC","Livingstone College",1,"www.livingstone.edu",3,2,1301,0.6425,720,15,16825,16825,0.238,-80.484459,35.670743
"1675",1675,"Louisburg","NC","Louisburg College",1,"www.louisburg.edu",2,2,697,0.421,775,23.2588331963846,16678,16678,0.510104098765432,-78.299709,36.105393
"1676",1676,"Mars Hill","NC","Mars Hill University",1,"www.mhu.edu",3,2,1396,0.6209,924,20,27590,27590,0.3686,-82.550859,35.825858
"1677",1677,"Williamston","NC","Martin Community College",1,"www.martincc.edu",2,1,477,1,1061.44920634921,23.2588331963846,2238,7988,0.510104098765432,-77.095389,35.836254
